"elite","a-l-e-t","alet","","33657",""
"diurnal","d-ia-n-l","dianl","","33675",""
"gazelle","g-a-s-e-l","gasel","","33677",""
"irremediable","e-r-e-mt-b","eremtb","","33709",""
"cognizant","k-n-e-s2-nt","knesnt","","33722",""
"gambled","g-a-m-b-/-t","gambt","","33780",""
"Celt","k-e-l-t","kelt","","33804",""
"elocution","e-l-o-k-sh","elokz","","33812",""
"deprecate","d-p-r-e-k","dprek","","33848",""
"nibble","n-e-b","neb","","33925",""
"acorn","a-k-o-n","akon","","33964",""
"brevet","br-e-v-t","brevt","","33965",""
"tooth","t-u-th","tuh","","33987",""
"gurgle","g-e-r-g-l","gergl","","34025",""
"lyceum","l-i-s2-e-m","lisem","","34051",""
"outermost","a-u-r-m-o","wrmo","","34133",""
"esoteric","eso-t-r-k","esotrk","","34238",""
"gneiss","n-i-s","nis","","34240",""
"oddity","o-td-e","otde","","34324",""
"lice","l-i-s","lis","","34340",""
"massacre","m-a-s2-k-r","maskr","","34353",""
"nightgown","n-i-g-n","nign","","34387",""
"abbreviation","a-br-e-v","abrev","","34399",""
"Valparaiso","v-a-l-p","valp","","34420",""
"illiberal","e-l-e-b-e-r","eleber","","34439",""
"combatant","k-b-a-tn","kbatn","","34494",""
"espionage","e-s-p-n-j","espnj","","34499",""
"Georgetown","j-o-j-t-n","jojtn","","34511",""
"liturgy","l-e-t-j-e","letje","","34549",""
"injuries","n-j-u-s","njus","","34584",""
"inclement","e-/-mn-t","emnt","","34623",""
"corduroy","k-o-d-r-o-e","kodry","","34637",""
"iodine","ia-tn","iatn","","34639",""
"habitant","^-h-\-a-b-tn","habtn","","34668",""
"hippopotamus","^-h-\-e-p-p-tm","hepptm","","34721",""
"beautify","b-t-e-f","btef","","34734",""
"alibi","a-l-b-i","albi","","34773",""
"lint","l-e-nt","lent","","34779",""
"menage","mn-a-sh","mnaz","","34795",""
"gridiron","g-r-e-d-i-r-n","gredirn","","34841",""
"chat","ch-a-t","cat","","34903",""
"circlet","s2-e-k-l-e","sekle","","34904",""
"madden","m-a-tn","matn","","34933",""
"compute","k-p-u","kpu","","34938",""
"acropolis","a-k-r-p","akrp","","34992",""
"litter","l-e2-t-e2","lete","","35006",""
"corrective","k-r-/-v","krv","","35110",""
"excitation","e-s2-e-t-sh","xetz","","35127",""
"congregate","k-g-r-e-g","kgreg","","35135",""
"mentality","mn-t-/-l","mntl","","35196",""
"magisterial","m-a-j-e-s2-t-e-r-l","majesterl","","35272",""
"adventitious","a-v-nt-e-sh","avntez","","35353",""
"betterment","b-t-e-m","btem","","35354",""
"bowsprit","b-o-s-p-r-e-t","bospret","","35356",""
"Seattle","s2-a-t-l","satl","","35394",""
"motto","m-o-t-o","moto","","35398",""
"millinery","m-e2-l-e2-n-e2-e2","melenee","","35417",""
"coerce","k-o-e-r-s","kyrs","","35456",""
"furor","f-e-u-r-r","furr","","35507",""
"uncharitable","n-ch-a2-t-b","ncatb","","35528",""
"grammarian","g-r-a2-m-a2-n","graman","","35536",""
"marmalade","m-a2-m-l-a2-d","mamlad","","35582",""
"Saskatchewan","ss2-k-a-ch","sskac","","35590",""
"unassisted","n-ss2-td","nsstd","","35600",""
"concomitant","k-k-m-e-tn","kkmetn","","35610",""
"lunacy","l-u-n-s-e","lunse","","35612",""
"southwestern","s2-u-tn","sutn","","35636",""
"confiscate","k-f-e-s2-k","kfesk","","35642",""
"specifications","s-p-e-s-/-f-s2","spesfs","","35652",""
"gingham","g-e-ng-a-m","gengam","","35660",""
"courser","k-r-s-e-r","krser","","35751",""
"magnate","m-/-a-t","mat","","35757",""
"dicta","d-e-k-t-a","dekta","","35773",""
"photo","f-t-o","fto","","35798",""
"lunge","l-n-j","lnj","","35813",""
"routine","r-u-t-e-n","ruten","","35851",""
"endorsement","nt-o-s2-m","ntosm","","35861",""
"fake","f-a-k","fak","","35862",""
"maneuver","mn-u-v-r","mnuvr","","35866",""
"octagonal","o-k-t-a-g","oktag","","35878",""
"guys","g-i-s","gis","","35893",""
"impost","m-p-o-s2-t","mpost","","35896",""
"incision","n-s-e-sh","nsez","","35917",""
"collusion","k-o-l-sh","kolz","","35954",""
"lenity","l-/-nt","lnt","","35964",""
"mislaid","m-s-l-a-d","mslad","","36054",""
"amethyst","a-m-th-e-s","amhes","","36071",""
"coincident","k-o-n-s2-e-tn","konsetn","","36073",""
"incantation","n-k-t-sh","nktz","","36081",""
"licentiate","l-i-s2-n-sh-ea-t","lisnzeat","","36082",""
"bounce","b-n-s","bns","","36107",""
"esthetic","e-s2-th-/-a","esha","","36144",""
"Milwaukee","m-e-l","mel","","36158",""
"ebullition","e-b-u-l-e-sh","ebulez","","36175",""
"inane","e-n-a-n","enan","","36191",""
"balk","b-o-k","bok","","36199",""
"ell","e-l","el","","36203",""
"oneself","u-n-ss","unss","","36223",""
"worm","u-u-m","uum","","36229",""
"ironing","i-r-n-\-h","irng","","36249",""
"bounden","b-n-n","bnn","","36269",""
"laudanum","l-o-tn-u-m","lotnum","","36293",""
"expedite","e-s-p-d-i","xpdi","","36371",""
"hobble","^-h-\-o-b","hob","","36416",""
"notation","n-o-t-sh","notz","","36443",""
"stunt","s2-t-nt","stnt","","36497",""
"mastery","m-a-s-e","mase","","36527",""
"gypsum","j-e-p-s2-m","jepsm","","36552",""
"hogshead","^-h-\-o-g-s2-e-d","hogsed","","36554",""
"glutton","g-l-u-tn","glutn","","36572",""
"homelike","^-h-\-o-m-l-a","homla","","36574",""
"emporium","m-p-o-r-m","mporm","","36619",""
"equinoctial","e-k-w-e-n-o-k-sh","ekwenokz","","36637",""
"liken","l-a-n","lan","","36641",""
"brazier","br-a-sh-e2","braze","","36669",""
"irreverence","e-r-e-v","erev","","36716",""
"matinee","m-a-tn-a","matna","","36736",""
"charlatan","sh-a2-l-a-tn","zalatn","","36815",""
"interrogative","n-/--o-g-v","nogv","","36855",""
"outwit","a-u-u-e-t","wuet","","36858",""
"monograph","mn-/-o","mno","","36869",""
"daunt","d-o-nt","dont","","36884",""
"endearment","n-d-e-m","ndem","","36899",""
"minuet","mn-u-e-t","mnuet","","36967",""
"mandarin","mn-d-a-r-e-n","mndaren","","37033",""
"ladylike","l-a-d-e-l-a","ladela","","37064",""
"evaporate","e-v-a-p","evap","","37081",""
"emergence","e-m-e-j","emej","","37208",""
"Rumania","r-u-mn-a","rumna","","37247",""
"immune","e-m-u-n","emun","","37266",""
"indigence","nt-j","ntj","","37268",""
"ocular","o-k-l-r","oklr","","37274",""
"completion","kp-sh","kpz","","37285",""
"oceanic","o-sh-k","ozk","","37292",""
"omnipresent","o-m-n-e-p-r","omnepr","","37293",""
"badinage","b-tn-a-sh","btnaz","","37302",""
"mortuary","m-o-t-r-e","motre","","37331",""
"deaden","td-n","tdn","","37374",""
"epileptic","e-p-e-l-e-p","epelep","","37450",""
"rogue","r-o-g","rog","","37481",""
"interrogate","n-/-o-g","nog","","37513",""
"gregarious","g-r-e-g-a-r","gregar","","37531",""
"linear","l-e-n-ea2","lenea","","37559",""
"molecule","m-o-l-e-k","molek","","37582",""
"diverge","df-e-j","dfej","","37637",""
"magnum","m-/-m","mm","","37728",""
"inclusion","e-/-sh","ez","","37780",""
"adduce","a-d-u-s","adus","","37794",""
"influenza","n-fl-u-n-s-a","nflunsa","","37799",""
"odoriferous","o-d-e-r-e-f","oderef","","37822",""
"irretrievable","e-r-/-v-b","ervb","","37845",""
"basilica","b-a-s-e-l-e-k-a","baseleka","","37879",""
"Caracas","k-r-a-k-a-s","krakas","","37892",""
"dejectedly","d-j-k-t-e","djkte","","37920",""
"nitrogenous","n-i-t-r-o-j-u-s","nitrojus","","37955",""
"tantamount","tn-t-mn-t","tntmnt","","37957",""
"migrate","m-i-g-r-a","migra","","38007",""
"tamper","tm-p-r","tmpr","","38010",""
"cockade","k-k-a-d","kkad","","38067",""
"teen","t-e-n","ten","","38075",""
"heroine","^-h-\-e-r-o-e-n","heryn","","38095",""
"lifelike","l-a-fl-a","lafla","","38120",""
"aluminum","a-l-u-mn","alumn","","38131",""
"tenet","tn-e-t","tnet","","38147",""
"installment","n-s2-t-o-l-m","nstolm","","38163",""
"mangy","mn-j-e","mnje","","38164",""
"limousine","l-e-m-s2-e-n","lemsen","","38201",""
"khedive","k-e-df","kedf","","38243",""
"expatiate","e-s-p-a-sh-ea-t","xpazeat","","38247",""
"horoscope","^-h-\-o-r-s2-k-p","horskp","","38248",""
"ion","i-n","in","","38294",""
"architect","a-k-t-e-k","aktek","","38387",""
"importune","m-p-o-r-tn","mportn","","38407",""
"keyboard","k-e-b-o-d","kebod","","38408",""
"littoral","l-e-t-r-l","letrl","","38409",""
"Fahrenheit","f-a2-n-i","fani","","38422",""
"mentor","mn-t-r","mntr","","38424",""
"Yucatan","e-u-k-tn","uktn","","38446",""
"sweater","s2-u-e-t-e2","suete","","38464",""
"unasked","n-s2-k-t","nskt","","38465",""
"amputation","a-m-p-u-sh","ampuz","","38472",""
"coconut","k-k-n-u-t","kknut","","38490",""
"glaze","g-l-a-s","glas","","38548",""
"fetish","f-e-t-sh","fetz","","38599",""
"disillusion","d-s-e-l-sh","dselz","","38615",""
"inaugurate","e-n-o-g","enog","","38620",""
"lambent","l-a-m-b-e-nt","lambent","","38623",""
"magnesia","m-/-sh-ea","mzea","","38647",""
"nevermore","n-v-m","nvm","","38650",""
"abstemious","a-b-s2-tm-u-s","abstmus","","38683",""
"remittance","r-e-m","rem","","38691",""
"innocuous","e-n-o-k","enok","","38774",""
"tenable","tn-b","tnb","","38785",""
"inscribe","n-s2-k-r","nskr","","38812",""
"causation","k-s2-s2h","kssh","","38830",""
"undetermined","n-e2-mn-/-t","nemnt","","38842",""
"acknowledgment","a-k-m","akm","","38851",""
"interlocutor","n-/-l-o-k-t-e2","nlokte","","38855",""
"casualty","k-a-sh-e-/-l","kazel","","38870",""
"Yugoslavia","e-u-g-s-l-a-v","ugslav","","38897",""
"horsehair","^-h-\-o-r-s-a-r","horsar","","38901",""
"cocktail","k-k-t-a-l","kktal","","38953",""
"durability","d-r-/-b","drb","","38955",""
"deleterious","d-l-e-t-e-r","dleter","","38981",""
"insect","n-s2-e-k","nsek","","38986",""
"cereal","s-e-r-ea-l","sereal","","39004",""
"converge","k-v-e-j","kvej","","39007",""
"freshmen","fr-e-sh-mn","frezmn","","39034",""
"seniority","s2-e-n-/-r","senr","","39040",""
"clarion","k-l-a-r-n","klarn","","39056",""
"imperil","m-p-e-r-l","mperl","","39144",""
"ozone","o-s2-o-n","oson","","39158",""
"correlative","k-o-r-e-l","korel","","39181",""
"jurist","j-u-r-e-s","jures","","39191",""
"emolument","e-m-o-l-m","emolm","","39261",""
"mermaid","m-e2-m-a-d","memad","","39286",""
"fend","f-e-nt","fent","","39355",""
"censer","s2-e-n-s-e-r","senser","","39377",""
"ail","a-l","al","","39460",""
"harpsichord","^-h-\-a-r-p-s2-k-o-d","harpskod","","39467",""
"movie","m-u-e","mue","","39512",""
"judicially","j-d-e-sh-ye","jdezye","","39557",""
"kilt","k-e-l-t","kelt","","39558",""
"differential","df-n-sh","dfnz","","39568",""
"libretto","l-e-br-e-t-o","lebreto","","39573",""
"mountebank","mn-t-b-a-nk","mntbank","","39575",""
"scheduled","s2-k-e-d-ld","skedld","","39615",""
"Tasmania","t-a-s2-mn-a","tasmna","","39630",""
"Tokyo","t-o-k","tok","","39631",""
"crucify","k-r-s2-f","krsf","","39635",""
"global","g-l-o-bl","globl","","39680",""
"locus","l-o-k-u-s","lokus","","39685",""
"comptroller","k-/-l-r","klr","","39694",""
"install","n-s2-t-o-l","nstol","","39705",""
"distort","d-s2-t-o-t","dstot","","39749",""
"clearance","k-l-e-/-n-s","klens","","39799",""
"foreknowledge","f-n-o-l","fnol","","39801",""
"automaton","o-tm-a-tn","otmatn","","39845",""
"cinder","s2-e-nt-r","sentr","","39846",""
"omelet","o-m-l-e","omle","","39882",""
"declaim","d-e-/-m","dem","","39898",""
"lather","l-a-th","lah","","39903",""
"contradistinction","k-/-d-s2-t-sh","kdstz","","39916",""
"minster","mn-s2-t-e2","mnste","","39924",""
"coeval","k-o-e-v","kyv","","39947",""
"freight","fr-a","fra","","39955",""
"gorilla","g-o-r-e-l-a","gorela","","39956",""
"consignment","k-s2-i-mn","ksimn","","39984",""
"decrepitude","d-e-k-r-e-p-t-u","dekreptu","","39986",""
"stationery","s2-t-sh-e2-e2","stzee","","40040",""
"banal","b-a-n-l","banl","","40052",""
"bestowal","b-s2-t-o-l","bstol","","40075",""
"adamantine","a-d-a-mn-tn","adamntn","","40136",""
"cranium","k-r-a-n-e-m","kranem","","40236",""
"disable","d-s-a-b","dsab","","40326",""
"convene","k-v-e-n","kven","","40350",""
"coliseum","k-o-l-s2-e-m","kolsem","","40368",""
"herbaceous","^-h-\-e-r-b-a-sh","herbaz","","40412",""
"fixtures","f-e-x-t-r-s","fextrs","","40439",""
"pads","p-a-d-s","pads","","40444",""
"conscript","k-s2-k-r","kskr","","40466",""
"offal","o-fl","ofl","","40472",""
"complicate","k-pl-e-k","kplek","","40491",""
"mined","m-i-nt","mint","","40501",""
"tangent","tn-jnt","tnjnt","","40586",""
"beneficial","b-n-f-e-sh","bnfez","","40621",""
"officiate","o-sh-ea-t","ozeat","","40656",""
"monogram","mn-/-g","mng","","40677",""
"antediluvian","a-/-d-e-l-u-v","adeluv","","40754",""
"loveless","l-v-l","lvl","","40764",""
"neglectful","n-e-g-/-f","negf","","40765",""
"bookkeeper","b-k-p-/-r","bkpr","","40784",""
"amidships","a-m-e-d-/-sh-s","amedzs","","40812",""
"advisable","v-i-s-b","visb","","40869",""
"tote","t-o-t","tot","","40905",""
"candied","k-d-e-d","kded","","40924",""
"hosiery","^-h-\-o-sh-e2-e2","hozee","","40998",""
"impolite","m-p-o-l-i","mpoli","","41000",""
"intricacy","n-/-k-s-e","nkse","","41003",""
"makeshift","m-a-k-sh-e-f-t","makzeft","","41031",""
"advert","a-v-e-t","avet","","41045",""
"declension","d-e-/-n-sh","denz","","41085",""
"inexpedient","n-e-s-p-tn-t","nesptnt","","41109",""
"accrued","a-k-r-u-d","akrud","","41140",""
"southeastern","s-e-s2-tn","sestn","","41212",""
"mumble","mn-b","mnb","","41302",""
"metric","m-e-/-k","mek","","41324",""
"bystander","b-s2-tn-/-r","bstnr","","41342",""
"carmine","k-r-mn","krmn","","41344",""
"illusive","e-l-u-s2-v","elusv","","41375",""
"mordant","m-o-r-tn","mortn","","41379",""
"antiseptic","a-/-s-e-p","asep","","41429",""
"auditorium","o-td-o-r-m","otdorm","","41430",""
"intervention","n-/-v-n-sh","nvnz","","41440",""
"cocaine","k-k-a-n","kkan","","41465",""
"crescendo","k-r-e-sh-nt-o","kreznto","","41559",""
"epicure","e-p-k-r","epkr","","41561",""
"argumentation","a-g-m-sh","agmz","","41604",""
"obituary","o-b-t-r-e","obtre","","41642",""
"dill","d-e-l","del","","41651",""
"longevity","l-n-j-v-t-e","lnjvte","","41702",""
"aureole","o-r-e-o-l","oreol","","41723",""
"guerilla","g-r-e-l-a","grela","","41733",""
"unbalanced","n-b-a-l-/-t","nbalt","","41987",""
"lath","l-a-th","lah","","42077",""
"lintel","l-e-nt-l","lentl","","42078",""
"chiffon","sh-e-f-n","zefn","","42102",""
"mound","mn-d","mnd","","42113",""
"Yokohama","e-o-k-a-m-a","eokama","","42150",""
"beatitude","b-ea-t-e-t","beatet","","42236",""
"extradition","e-s-/-d-sh","xdz","","42290",""
"overawe","o-/-o","oo","","42299",""
"annuals","a-n-l-s","anls","","42318",""
"indicator","nt-e-k-/-r","ntekr","","42395",""
"impecunious","m-p-k-e-u-n","mpkun","","42420",""
"extenuate","e-s2-tn-e-u-t","xtnut","","42484",""
"tendon","tn-tn","tntn","","42495",""
"corded","k-o-td","kotd","","42508",""
"domesticity","tm-e-s-/-s","tmess","","42543",""
"massage","m-a-s-a-sh","masaz","","42550",""
"iota","ia-t-a","iata","","42577",""
"linguist","l-e-ng-w-e-s","lengwes","","42579",""
"mildew","m-e-ld-u","meldu","","42581",""
"disport","d-s-p-o-t","dspot","","42607",""
"judicature","j-d-e-k-a-t-r","jdekatr","","42613",""
"orally","o-r-ye","orye","","42614",""
"colander","k-u-l-a-nt-r","kulantr","","42663",""
"illustrator","e-l-u-s-r","elusr","","42695",""
"Budapest","b-d-p-e-s","bdpes","","42809",""
"munition","m-u-n-sh","munz","","42827",""
"appellate","a-p-e-l-a","apela","","42847",""
"eschew","e-s-ch-u","escu","","42850",""
"compendium","k-jnt-m","kjntm","","42897",""
"lightsome","l-i-s2-m","lism","","42902",""
"ulcer","us-e-r","user","","42912",""
"depute","d-p-u","dpu","","42930",""
"leonine","l-e-n-i-n","lenin","","42932",""
"depository","d-p-o-s-/-r-e","dposre","","42949",""
"acetic","a-s-/-a","asa","","42980",""
"anthracite","a-n-th-s-i","anhsi","","43014",""
"cognate","k-n-a-t","knat","","43018",""
"leviathan","l-e-v-i-th-a-n","levihan","","43051",""
"dissect","d-s2-e-k","dsek","","43110",""
"Minneapolis","mn-a-p","mnap","","43129",""
"fabric","f-a-br-k","fabrk","","43136",""
"nebula","n-e-bl-a","nebla","","43144",""
"draft","d-r-f","drf","","43153",""
"reopen","r-o-p-n","ropn","","43214",""
"dioxide","d-o-s2-i-d","dosid","","43272",""
"ingrate","n-g-r-a-t","ngrat","","43330",""
"comport","k-p-o-t","kpot","","43356",""
"curative","k-e-u-df","kudf","","43358",""
"exhaustless","e-s2-o-s-l","xosl","","43393",""
"kiln","k-e-l","kel","","43397",""
"intermediate","n-/-m-e-d","nmed","","43414",""
"adjusted","a-j-u-s-/-t","ajust","","43420",""
"gleeful","g-l-e-f","glef","","43427",""
"opprobrium","o-p-r-br-m","oprbrm","","43430",""
"ablution","a-bl-sh","ablz","","43559",""
"byword","b-u-d","bud","","43589",""
"acrimonious","a-k-r-e-mn-u-s","akremnus","","43642",""
"vocational","v-k-a-sh-l","vkazl","","43740",""
"effusive","e-f-e-u-v","efuv","","43754",""
"hedgehog","^-h-\-e-j-o-g","hejog","","43760",""
"idiosyncrasy","e-d-o-s2-e-nk","edosenk","","43761",""
"colonist","k-o-l-n-e-s","kolnes","","43783",""
"consanguinity","k-s2-a-ng-/-nt","ksangnt","","43845",""
"morphine","m-o-f-e-n","mofen","","43853",""
"belittle","bl-e-t","blet","","43874",""
"dispatch","d-s-p-a-ch","dspac","","43877",""
"indorse","nt-o-s","ntos","","43882",""
"nocturne","n-o-k-tn","noktn","","43884",""
"intoxicate","n-t-o-x","ntox","","43901",""
"amanuensis","a-mn-u-n-ss","amnunss","","43920",""
"dormer","d-o-m-e2","dome","","43939",""
"misdemeanor","m-s2-tm","mstm","","43986",""
"blazon","bl-a-s2-n","blasn","","44053",""
"movies","m-u-e-s","mues","","44062",""
"unacceptable","n-a-k-s2-b","naksb","","44069",""
"acquisition","a-k-e-s-sh","akesz","","44080",""
"append","a-jnt","ajnt","","44082",""
"emission","e-m-sh","emz","","44087",""
"bureaucracy","b-u-r-o-k-s-e","burokse","","44108",""
"diphtheria","df-th-e-r-ea","dfherea","","44212",""
"vans","v-a-n-s","vans","","44261",""
"nominee","n-o-mn-e","nomne","","44289",""
"audit","o-td","otd","","44334",""
"exemplar","e-s2-e-m-f-/-r","xemfr","","44344",""
"finis","f-i-n-e-s","fines","","44346",""
"bombastic","b-o-m-b-/-s2-t","bombst","","44402",""
"lacuna","l-a-k-e-u-n-a","lakuna","","44473",""
"manipulate","mn-e-p-/-u","mnepu","","44596",""
"meddlesome","m-e-d-l-s2-m","medlsm","","44618",""
"egotist","e-g-t-e-s","egtes","","44651",""
"nugget","n-u-g-e-t","nuget","","44724",""
"decimal","d-s2-e-m-l","dseml","","44848",""
"sender","s2-e-n-/-r","senr","","44863",""
"impenitent","m-p-n-e-tn","mpnetn","","44891",""
"compatriot","k-p-t-r-o-t","kptrot","","44985",""
"neurotic","n-u-r-/-a","nura","","44994",""
"malleable","m-a-l-b","malb","","45045",""
"ostracism","o-s2-t-r-a-ss","ostrass","","45047",""
"buzzard","b-u-s2-a-d","busad","","45165",""
"circumlocution","s2-/-l-o-k-s2h","sloksh","","45167",""
"denizen","tn-e-s2-e-n","tnesen","","45199",""
"flaccid","fl-a-k-s2-e-d","flaksed","","45508",""
"unafraid","n-fr-a","nfra","","45519",""
"attainder","a-tn-d-e2","atnde","","45531",""
"declination","d-e-/-n-sh","denz","","45535",""
"itinerary","a-tn-r-r-e","atnrre","","45543",""
"episcopalian","e-p-e-s2-k-/-ea-n","epeskean","","45593",""
"amatory","a-m-a-t-r-e","amatre","","45602",""
"galvanized","g-l-v-n-i-s2-d","glvnisd","","45652",""
"ominous","o-mn-u-s","omnus","","45690",""
"propel","p-r-pl","prpl","","45693",""
"fatuity","f-a-t-e-u-t-e","fatute","","45719",""
"hairdresser","^-h-\-a2-d-r-e-s-e-r","hadreser","","45755",""
"Manitoba","mn-e-t-b-a","mnetba","","45816",""
"fondle","f-o-nt-l","fontl","","45829",""
"loquacity","l-o-k-/-s","loks","","45833",""
"runt","r-nt","rnt","","45875",""
"excommunicate","e-s2-k-m-u","xkmu","","45903",""
"mull","m-u-l","mul","","46000",""
"magnolia","m-/-l-ea","mlea","","46267",""
"deduct","td-u-k","tduk","","46299",""
"cognac","k-o-n-a-k","konak","","46336",""
"asbestos","a-s-b-e-s","asbes","","46396",""
"hypnotism","^-h-\-e-p-n-o-t-s2-m","hepnotsm","","46446",""
"encomium","n-k-o-mn","nkomn","","46482",""
"mown","m-o-n","mon","","46562",""
"outcome","a-u-k-m","wkm","","46563",""
"exordium","e-s2-o-d-e-m","xodem","","46614",""
"hiatus","^-h-\-ia-t-u-s","hiatus","","46617",""
"infinitude","n-f-e-n-e-t-u","nfenetu","","46655",""
"bucolic","b-e-u-k-o-l-k","bukolk","","46720",""
"deface","df-a-s","dfas","","46722",""
"exemplify","e-s2-e-m-p-f","xempf","","46728",""
"forbear","f-b-a-r","fbar","","46793",""
"bronchitis","br-o-nk-i","bronki","","46842",""
"hussar","^-h-\-u-s-a-r","husar","","46850",""
"impart","m-p-t","mpt","","46851",""
"unexpressed","n-e-s-p-r-/-t","nesprt","","46860",""
"emulous","e-m-l-u-s","emlus","","46886",""
"condign","k-d-i-n","kdin","","46917",""
"arraignment","a-r-a-mn","aramn","","46956",""
"absentee","a-b-s-e","abse","","47023",""
"dyspeptic","d-s-p-e-p","dspep","","47029",""
"invoice","n-v-s2","nvs","","47034",""
"crepe","k-r-a-p","krap","","47067",""
"vendor","v-nt-r","vntr","","47089",""
"miniature","mn-ea-t-r","mneatr","","47115",""
