"hog","^-h-\-o-g","","","15810",""
"dormant","d-o-mn-t","","","15812",""
"aids","a-d-s","","","15817",""
"intrepid","n-/-p-d","","","15824",""
"radio","r-a-d-e-o","","","15839",""
"impure","m-p-e-u","","","15843",""
"carnal","k-r-n-l","","","15877",""
"lightest","l-i-s2-t","","","15881",""
"westerly","u-r-e","","","15887",""
"Armenian","a2-mn-ea2-n","","","15891",""
"construed","k-s2-/-d","","","15894",""
"canton","k-t-o-n","","","15897",""
"impregnable","m-p-r-e-g","","","15898",""
"golf","g-o-l-f","","","15907",""
"foreground","f-g-r-nt","","","15917",""
"affable","a-f-b","","","15920",""
"divan","d-i-v-a-n","","","15922",""
"infidel","n-f-e-d-l","","","15928",""
"compete","kp-e","","","15937",""
"Toledo","t-o-l-e","","","15966",""
"incongruous","n-k-g-r-u-u-s","","","15968",""
"Southampton","s-/-a-m-tn","","","15976",""
"blameless","b-l-a-m-l","","","15981",""
"intact","nt-a-k","","","15990",""
"minstrel","mn-s2-t-r-e-l","","","15997",""
"lucid","l-u-s2-e-d","","","16001",""
"surge","s2-e-j","","","16003",""
"conical","k-n-/-k","","","16005",""
"pledges","p-l-e-j-s","","","16030",""
"coalition","k-o-l-e-sh","","","16052",""
"ferment","f-e2-mn-t","","","16059",""
"peaches","p-e-ch-s","","","16063",""
"concur","k-k-r","","","16067",""
"forage","f-o-r-j","","","16068",""
"incurable","n-k-e-u-b","","","16080",""
"counterpart","k-/-p-t","","","16083",""
"perennial","p-r-e-n-l","","","16113",""
"electoral","e-l-e-k-r-l","","","16128",""
"occult","o-k-l-t","","","16137",""
"desultory","d-s2-u-/-r-e","","","16159",""
"Newfoundland","n-<-f","","","16165",""
"incalculable","n-k-a-l-b","","","16168",""
"bail","b-a-l","","","16173",""
"inequality","n-e-k-u","","","16178",""
"truck","t-r-u-k","","","16223",""
"negotiate","n-e-g-o-sh","","","16230",""
"divines","df-i-n-s","","","16242",""
"amend","a-mn","","","16246",""
"elevator","e2-l-v-a-t-e2","","","16249",""
"frolic","f-r-l-e-k","","","16264",""
"dairy","d-a-r-e","","","16267",""
"lineage","l-e-n-j","","","16278",""
"Minnesota","mn","","","16281",""
"indecent","nt-s2-e-nt","","","16288",""
"faulty","f-o-t-e","","","16300",""
"tickled","t-e-k-ld","","","16313",""
"proven","p-r-v-n","","","16318",""
"incompetent","n-k-p-tn","","","16323",""
"friendless","f-r-l","","","16325",""
"reunion","r-e-u-n","","","16326",""
"instructor","n-s-/-k-r","","","16350",""
"distract","d-s-/-k","","","16354",""
"nightingale","n-i-n-g-a-l","","","16365",""
"homeless","^-h-\-o-m-l","","","16377",""
"borough","b-r-o","","","16387",""
"fulfill","f-u-f","","","16389",""
"forecastle","f-c-a-s-l","","","16409",""
"furthest","f-th2-e-s","","","16424",""
"extricate","e-s-/-k-a-t","","","16440",""
"indigenous","nt-j-n-u-s","","","16444",""
"hereupon","^-h-\-e-r-p-o-n","","","16453",""
"inert","e-n-e2-t","","","16455",""
"inlet","n-l-e","","","16470",""
"microscope","m-i-k-r-o-s2-k-p","","","16471",""
"despicable","d-s-p-k-b","","","16488",""
"graduate","g-r-a-d-e-u-t","","","16491",""
"Louisville","l-u-e-v","","","16492",""
"bunting","b-n-t-\-h","","","16494",""
"admonition","a-nm-sh","","","16511",""
"infirm","n-f-e-m","","","16543",""
"brand","b-r-a-nt","","","16553",""
"ensign","n-s2-i-n","","","16554",""
"fortify","f-df","","","16559",""
"hiss","^-h-\-e-s","","","16560",""
"miner","m-i-n-e2","","","16563",""
"Arizona","a-r-e-s","","","16578",""
"woo","u-u","","","16593",""
"idiotic","e-d-/-a","","","16614",""
"mistrust","m-s2-t-r-s","","","16622",""
"tenacious","tn-a-sh","","","16632",""
"deduction","td-u-k-sh","","","16641",""
"orient","o-r-e-nt","","","16643",""
"locate","l-o-k","","","16644",""
"bombardment","b-o-m-b-a2-d-m","","","16676",""
"vowel","vl","","","16683",""
"faultless","f-o-t-l","","","16692",""
"concourse","k-k-r-s","","","16718",""
"fraternity","f-r-a-tn-t-e","","","16719",""
"inquest","n-k-e-s","","","16737",""
"flagrant","f-l-a-g","","","16742",""
"autumnal","o-tm-l","","","16769",""
"mid","m-e-d","","","16792",""
"cheerless","ch-el2","","","16794",""
"Erie","e-r-e","","","16798",""
"constituent","k-s2-t-u-nt","","","16805",""
"ecstatic","e-s2-t-/-a","","","16811",""
"expel","e-s-p-l","","","16844",""
"informal","n-f-m-l","","","16875",""
"rye","r-i","","","16895",""
"newer","n-u-r","","","16900",""
"absently","a-b-s-e","","","16904",""
"category","k-a-t-e-g","","","16914",""
"candor","k-d-e2","","","16926",""
"insupportable","n-s-/-t-b","","","16929",""
"genie","j-e-n-e","","","16933",""
"southerly","s2-u-th-e","","","16964",""
"goblet","g-o-b-l-e","","","16971",""
"housewife","^-h-\-u-s2-i-f","","","16972",""
"Syracuse","s-e-r-k-e-u","","","17004",""
"masterful","m-a-s2-f","","","17009",""
"cashier","k-a-sh-e2","","","17030",""
"purchaser","p-r-ch-/-r","","","17035",""
"mimic","mn-e-k","","","17049",""
"elemental","e-l-/-m","","","17053",""
"mint","mn-t","","","17057",""
"opulent","o-p-l-e-nt","","","17062",""
"epidemic","e-p-tm-e-k","","","17070",""
"northerly","n-o-th-e","","","17080",""
"qualify","k-o-f","","","17081",""
"easterly","e-s-r-e","","","17103",""
"plow","p-l-a-u","","","17140",""
"contiguous","k-t-e-g","","","17143",""
"ennui","a-ng-n-w-e","","","17151",""
"default","df-o-t","","","17153",""
"illegitimate","e-l-e-j-tm-a-t","","","17154",""
"manual","mn-l","","","17156",""
"episcopal","e-p-e-s2-k","","","17167",""
"impediment","m-p-d-e-m","","","17179",""
"instantaneous","n-s2-tn-u-s","","","17183",""
"belligerent","b-e-l-e-j","","","17187",""
"Santiago","s2-a-nt-a-g","","","17205",""
"dandy","tn-d-e","","","17238",""
"ambiguous","a-m-b-g","","","17245",""
"premium","p-r-e-mn","","","17246",""
"degrade","d-e-g-r-a","","","17264",""
"desist","d-ss","","","17272",""
"insipid","n-s-e-p-d","","","17313",""
"sanitary","s2-a-n-e-t-r-e","","","17319",""
"warehouse","u-a-r-s","","","17323",""
"confuse","k-f-e-u","","","17332",""
"adroit","a-d-r-o-e","","","17336",""
"capacious","k-a-p-a-sh","","","17406",""
"postal","p-/-l","","","17410",""
"worries","u-u-e-s","","","17413",""
"cataract","k-a-t-r-k","","","17422",""
"coupe","k-u-p-a","","","17452",""
"assortment","a-s2-o-t-m","","","17465",""
"undecided","n-d-s-i-/-t","","","17475",""
"irrational","e-r-a-sh-l","","","17479",""
"ignominious","e-g-n-o-mn","","","17484",""
"infatuation","n-f-a-t-e-u-sh","","","17486",""
"decease","d-s-e-s","","","17495",""
"exemption","e-s2-e-m-sh","","","17504",""
"bulwark","b-u-l-r-k","","","17508",""
"endanger","n-tn-j-e2","","","17510",""
"Warsaw","u-o-s2-o","","","17513",""
"imagery","e-m-j-r-e","","","17515",""
"infinity","n-f-/-nt","","","17520",""
"illiterate","e-l-e-t","","","17527",""
"luckless","l-u-k-l","","","17528",""
"invoke","n-v-k","","","17552",""
"governmental","g-v-/-m","","","17555",""
"option","o-p-sh","","","17586",""
"afflict","a-f-l","","","17609",""
"cue","k-e-u","","","17611",""
"delegate","d-e-l","","","17614",""
"introductory","n-/-d-u-k-r-e","","","17629",""
"bushel","b-sh","","","17648",""
"requisition","r-k-e-s-sh","","","17683",""
"denomination","tn-o-mn-sh","","","17686",""
"monumental","mn-u-/-m","","","17691",""
"antecedent","a-/-s2-e-tn","","","17717",""
"surety","sh-u-t-e","","","17726",""
"label","l-a-b-l","","","17737",""
"catholicism","k-a-th-ss","","","17744",""
"diocese","d-ia-ss","","","17794",""
"aboriginal","a-b-o-r-e-j","","","17804",""
"harden","^-h-\-a2-tn","","","17825",""
"punctual","p-nk","","","17826",""
"authorize","o-th-r-i-s","","","17840",""
"brevity","b-r-e-v-t-e","","","17881",""
"despot","d-s-p-o-t","","","17882",""
"surer","sh-/-r","","","17910",""
"tenement","tn-e-m","","","17911",""
"leeward","l-e-/-d","","","17932",""
"duplicate","d-u-p","","","17946",""
"excellently","e-s2-l-e","","","17972",""
"innermost","e-n-e2-m-o","","","17991",""
"nickname","n-e-k-n-a","","","17997",""
"corporate","k-r-p-r-a","","","18001",""
"boulevard","b-l-v-d","","","18011",""
"dresser","d-r-e-s-e-r","","","18017",""
"credible","k-r-e-d-b","","","18034",""
"nicest","n-i-s-e-s","","","18048",""
"indignity","nt-e-g-/-nt","","","18051",""
"bungalow","b-ng-l-u","","","18054",""
"glorify","g-l-o-f","","","18055",""
"canning","k-a-n-\-h","","","18056",""
"disconsolate","d-s2-k-s2-o-l-a","","","18089",""
"intermittent","n-/-m-e-tn","","","18091",""
"accumulate","a-k-/-u","","","18101",""
"caricature","k-a-r-e-k","","","18107",""
"immunity","e-m-u-/-nt","","","18119",""
"emergency","e-m-e-j","","","18130",""
"girlhood","g-l-/-d","","","18131",""
"brighten","b-r-i-n","","","18142",""
"aggression","ya-/-sh","","","18155",""
"carve","k-r-v","","","18171",""
"retail","r-e-t-a-l","","","18174",""
"enthusiast","n-th-u-s2-t","","","18179",""
"complement","k-p-l-e-m","","","18190",""
"fanatic","f-a-n-/-a","","","18191",""
"cocoa","k-k-o","","","18195",""
"delegation","d-e-l-sh","","","18197",""
"nether","n-e-th","","","18209",""
"D.C.","d-s-e","","","18220",""
"pastor","p-a-s2-t-e2","","","18225",""
"combustion","k-b-u-s-sh","","","18230",""
"canvass","k-a-n-v-a-s","","","18240",""
"executor","e-s2-k-/-r","","","18261",""
"covetous","k-u-v-e-t-u-s","","","18267",""
"density","tn-/-s","","","18281",""
"disagreement","dya-m","","","18297",""
"Havre","a-v-r","","","18300",""
"caustic","k-/-s2-t","","","18302",""
"ostentation","o-s2-tn-t-sh","","","18309",""
"diffuse","df-e-u","","","18316",""
"gush","g-sh","","","18352",""
"fined","f-i-nt","","","18374",""
"alderman","o-d-e-m-a-n","","","18385",""
"heredity","^-h-\-e2-td-e","","","18387",""
"cadence","k-a-tn-s","","","18396",""
"exuberant","e-s2-e-u-b","","","18397",""
"consecutive","k-s2-e-k-v","","","18398",""
"negligent","n-e-g-jnt","","","18431",""
"cession","s-e-sh","","","18436",""
"notoriety","n-o-t-r-i","","","18452",""
"fawn","f-o-n","","","18468",""
"kine","k-i-n","","","18478",""
"discernment","d-s2-e2-mn","","","18506",""
"immorality","e-m-o-r-/-l","","","18509",""
"storage","s2-t-o-r-j","","","18518",""
"zero","s-e-r-o","","","18519",""
"persecute","p-r-s2-k-e-u","","","18545",""
"metropolitan","m-e-/-p-tn","","","18547",""
"dauntless","d-o-nt-l","","","18573",""
"burglar","b-e-r-g-l-r","","","18581",""
"appreciative","a-p-r-e-sh-/-v","","","18590",""
"grocer","g-r-o-s-e-r","","","18597",""
"acquiesce","a-k-w-e-s","","","18607",""
"guiltless","g-e-l-t-l","","","18676",""
"hitch","^-h-\-e-ch","","","18693",""
"context","k-t-x","","","18722",""
"nicer","n-i-s-e-r","","","18723",""
"incredulity","n-k-r-e-d-/-l","","","18734",""
"legislator","l-j-/-r","","","18740",""
"mandate","mn-td","","","18741",""
"misunderstand","m-s-/-s2-tn","","","18750",""
"bankruptcy","b-a-nk-p-s-e","","","18753",""
"canes","k-a-n-s","","","18754",""
"emphasize","m-f-a-ss","","","18765",""
"deter","^-d","","","18770",""
"dynamite","d-i-n-a-m-i","","","18771",""
"bean","b-e-n","","","18778",""
"armament","a2-m-a-m","","","18792",""
"fitly","f-e-t-e","","","18805",""
"brilliance","b-r-e-l","","","18839",""
"canned","k-a-nt","","","18871",""
"bloodless","b-l-u-d-l","","","18885",""
"Homeric","^-h-\-o-m-e-r-k","","","18887",""
"detriment","d-/-m","","","18925",""
"effeminate","e-f-e-mn-a-t","","","18929",""
"likened","l-a-n-d","","","18945",""
"esquire","e-s2-k-i","","","18973",""
"efficacious","e-f-k-a-sh","","","18995",""
"impropriety","m-p-r-p-r-i","","","19018",""
"pawn","p-o-n","","","19020",""
"detention","td-tn-sh","","","19031",""
"grunt","g-r-nt","","","19058",""
"commandant","k-m-a-n-/-nt","","","19068",""
"fraudulent","f-r-o-d-l-e-nt","","","19076",""
"cosmopolitan","k-o-s2-m-p-o-l","","","19085",""
"generality","j-e-n-/-l","","","19086",""
"measurements","m-e-sh-u-m-s","","","19098",""
"exorbitant","e-s2-o-b-tn","","","19104",""
"journalism","j-e2-n-s2-m","","","19111",""
"corporeal","k-p-o-r-l","","","19116",""
"insured","n-sh-/-t","","","19118",""
"lunar","l-u-n-a2","","","19136",""
"mosaic","m-o-s2-a-k","","","19141",""
"certified","s2-e-df-/-t","","","19150",""
"serge","s2-e-j","","","19167",""
"elusive","e-l-u-s2-v","","","19173",""
"certitude","s2-e-t-e-t","","","19181",""
"contingency","k-tn-j-s-e","","","19187",""
"lair","l-a-r","","","19190",""
"carpenter","k-r-jnt-r","","","19195",""
"annuity","a-n-u-t-u","","","19204",""
"godlike","g-d-l-a","","","19213",""
"discount","d-e-s","","","19224",""
"postage","p-/-j","","","19231",""
"deplore","d-p-l-r","","","19244",""
"dissent","d-s2-e-nt","","","19248",""
"oxide","o-s2-i-d","","","19256",""
"ordnance","o-d-n-a-n-s","","","19268",""
"emigrant","e-m-e-g","","","19302",""
"fervid","f-e-v-e-d","","","19319",""
"cadet","k-a-td","","","19334",""
"aggrieved","ya-/-v-d","","","19338",""
"dedicate","td-e-k-a-t","","","19339",""
"fusion","f-e-u-sh","","","19354",""
"timorous","tm-r-u-s","","","19365",""
"mummy","mn-e","","","19368",""
"composite","k-p-o-s","","","19373",""
"sip","s-e-p","","","19414",""
"consolidated","k-s2-o-l-e-td-/-t","","","19425",""
"nasal","n-a-s-l","","","19437",""
"augment","o-g-m","","","19440",""
"boulder","b-o-ld-r","","","19445",""
"entitle","nt-i-t","","","19454",""
"honeymoon","^-h-\-u-n-e-m-u-n","","","19468",""
"inmate","n-m-a-t","","","19476",""
"demure","tm-e-u-r","","","19518",""
"coroner","k-r-n-e2","","","19534",""
"henceforward","^-h-\-e-n-s2-f-d","","","19540",""
"imperturbable","m-p-e2-t-b","","","19548",""
"antarctic","a-/-r-k-t-e-k","","","19560",""
"newest","n-u-s2-t","","","19563",""
"jade","j-a-d","","","19586",""
"levant","l-e-v-nt","","","19587",""
"irritate","e2-t-a","","","19607",""
"loudest","l-a-u-s2-t","","","19615",""
"insertion","n-s-e-sh","","","19633",""
"damask","tm-a-s2-k","","","19638",""
"balustrade","b-a-l-u-s2-t-r-a","","","19645",""
"gondola","g-o-nt-l-a","","","19652",""
"enviable","n-v-e-b","","","19661",""
"dishonesty","d-s2-o-n-e-s-e","","","19665",""
"geology","j-/-o2","","","19666",""
"nuptial","n-u-p-sh","","","19668",""
"apologetic","a-p-/-o-k","","","19688",""
"cans","k-a-n-s","","","19730",""
"federation","f-e-d-r-a-sh","","","19768",""
"illicit","e-l-e-s2-t","","","19777",""
"consonant","k-s2-n","","","19780",""
"Venezuela","v-e-n-s-e-l-a","","","19831",""
"outstanding","a-u-s2-tn-\-h","","","19832",""
"aristocrat","a-r-e-s2-t-o-k","","","19836",""
"apostolic","a-p-o-s2-t-l-k","","","19842",""
"leaven","l-e-v-n","","","19884",""
"coronet","k-r-o-n-e-t","","","19898",""
"erratic","e-r-/-a","","","19909",""
"incarnate","n-k-r-n-a-t","","","19915",""
"obstruct","o-b-s2-k","","","19920",""
"optimism","o-p-tm-s2-m","","","19923",""
"fiendish","f-e-nt-sh","","","19929",""
"requirement","r-k-i-m","","","19931",""
"coated","k-o-td","","","19942",""
"Havana","a-v-a-n-a","","","19972",""
"enjoyable","n-j-o-e-b","","","19979",""
"tonnage","t-n-j","","","19982",""
"approximate","a-p-r-x","","","19992",""
"enumerate","e-n-e-u-m","","","19993",""
"tournament","t-u-n-a-m","","","20005",""
"agile","a-j-l","","","20013",""
"plaintiff","p-df","","","20018",""
"impute","m-p-u","","","20022",""
"nitrogen","n-i-t-r-o-j","","","20033",""
"indisputable","nt-s-p-u-b","","","20067",""
"storehouse","s2-t-o-ru-s","","","20075",""
"surgery","s2-e-j-r-e","","","20081",""
"equivocal","e-k-w-e-v-/-k","","","20091",""
"falcon","f-o-k-n","","","20099",""
"interim","n-/-m","","","20125",""
"insinuate","n-s2-e-n-e-u-t","","","20143",""
"dictator","d-e-k-t-a-/-r","","","20146",""
"embarrass","m-b-a-r-a-s","","","20186",""
"omnipotent","o-m-n-e-p","","","20201",""
"Barcelona","b-r-s-e-l-o-n-a","","","20206",""
"indecision","nt-s-e-sh","","","20264",""
"notify","n-o-df","","","20270",""
"intuitive","nt-e-u-df","","","20284",""
"mitigate","m-e-t-e-g","","","20286",""
"straighten","s2-t-r-a-tn","","","20289",""
"Nicaragua","n-e-k-r","","","20305",""
"endeared","n-d-e2-d","","","20310",""
"menial","m-e-n-l","","","20311",""
"incorrect","n-k-r","","","20328",""
"uneducated","n-e-d-u-/-t","","","20336",""
"inordinate","e-n-o-tn-a-t","","","20348",""
"literacy","l-e-t-s-e","","","20353",""
"glows","g-l-o-s","","","20355",""
"honorary","o-n-e-r-r-e","","","20363",""
"ethnic","e-th-n-e-k","","","20375",""
"compunction","k-p-nk","","","20379",""
"exotic","e-s-/-a","","","20385",""
"immaterial","e-m-a-t-e-r","","","20396",""
"lighthouse","l-^-h-\-i-s","","","20401",""
"embody","m-b-o","","","20402",""
"Singapore","s2-e-ng-p-o-r","","","20406",""
"decorate","d-e-k-r-a","","","20407",""
"embargo","m-b-a-g-o","","","20412",""
"Wyoming","u-i","","","20414",""
"geometry","j-e-om","","","20438",""
"entrust","nt-r-s","","","20463",""
"cynicism","s2-e-n-ss","","","20503",""
"component","k-p-o-n","","","20547",""
"inventory","n-v-nt-re","","","20552",""
"tires","t-yi2","","","20560",""
"advertise","a-v-t","","","20571",""
"odium","o-tm","","","20581",""
"facetious","f-a-s-e-sh","","","20598",""
"unconnected","n-k-e-k-t","","","20603",""
"chronicler","k-r-o-n-/-k-r","","","20624",""
"autobiography","o-t-b-/-o-e","","","20640",""
"buyer","b-i-r","","","20667",""
"cosy","k-o-s-e","","","20668",""
"countryside","k-t-s-i","","","20684",""
"intemperance","n-tm-p","","","20695",""
"diadem","d-i-tm","","","20730",""
"incipient","n-s-e-p-e-nt","","","20735",""
"hansom","^-h-\-a-n-s2-m","","","20770",""
"obsequious","o-b-s2-e-k","","","20771",""
"grocery","g-r-o-s-e-r-e","","","20824",""
"obeisance","o-b-a-s2-n-s","","","20830",""
"conserve","k-s2-e-v","","","20836",""
"disagree","dya","","","20844",""
"extort","e-s2-t-o-t","","","20846",""
"meditation","m-e-td-sh","","","20852",""
"Denver","tn-v","","","20857",""
"hubbub","^-h-\-u-b-b","","","20872",""
"grandly","g-/-e","","","20906",""
"criterion","k-r-i-t-e-r-n","","","20924",""
"unalterable","n-o-t-e-r-b","","","20982",""
"allure","a-l-r","","","20984",""
"limitless","l-e-m-e-t-l","","","21002",""
"fineness","f-i-n-n-e-s","","","21034",""
"thereafter","th2-a-f","","","21064",""
"businesses","b-s-s","","","21065",""
"mysticism","m-e-s2-t-ss","","","21076",""
"lattice","l-a-t-e-s","","","21103",""
"monetary","mn-e-t-r-e","","","21147",""
"homesick","^-h-\-o-m-s2-e-k","","","21161",""
"bulletin","b-l-e-tn","","","21163",""
"initiation","e-n-e-sh-ea-sh","","","21164",""
"promptness","p-r-mt-n-e-s","","","21165",""
"herring","^-h-\-e-r-\-h","","","21201",""
"inflection","n-f-l-sh","","","21202",""
"awning","o-n-\-h","","","21213",""
"opportune","o-p-r-tn","","","21225",""
"austerity","o-s2-t-/-r","","","21232",""
"chloride","k-l-o-r-i","","","21278",""
"billiards","b-e-l-a2-d-s","","","21287",""
"dell","d-e-l","","","21289",""
"babble","b-a-b","","","21318",""
"ecclesiastic","e-k-l-e-s-/-s2-t","","","21332",""
"coincide","k-o-n-s-i","","","21339",""
"medicinal","m-e-d-e-s","","","21341",""
"gully","g-u-l-e","","","21365",""
"erudition","e-r-u-d-sh","","","21384",""
"horned","^-h-\-o-r-nt","","","21385",""
"collateral","k-o-l-a-t","","","21393",""
"divination","df-e-n-sh","","","21427",""
"marginal","m-a-j-n-l","","","21428",""
"lukewarm","l-u-k-w-o-m","","","21439",""
"consulate","k-s2-u-l-a","","","21460",""
"magnify","m-/-f","","","21465",""
"multiplicity","m-u-/-p-l-/-s","","","21467",""
"execrable","e-s2-e-k-r-b","","","21523",""
"punt","p-n-t","","","21527",""
"Copenhagen","k-o-p-n-a-g-n","","","21545",""
"dowager","d-a-u-j-e2","","","21549",""
"producer","p-r-u-s-r","","","21564",""
"ignominy","e-g-n-o-mn-e","","","21569",""
"Ontario","o-nt","","","21574",""
"carnival","k-r-n-e-v","","","21600",""
"consternation","k-s2-tn-sh","","","21612",""
"auditor","o-td-e2","","","21625",""
"kernel","k-r-n-l","","","21633",""
"dismount","d-s2-mn-t","","","21640",""
"menu","mn-e-u","","","21646",""
"affright","a-f-r-i","","","21660",""
"aquatic","a-k-/-a","","","21676",""
"officious","o-sh-u-s","","","21722",""
